alpha,delta,id,diameter
343.9625,1.610277777777778,IREC97,78.0
344.89166666666665,0.7683333333333334,MBM52,20.0
301.77916666666664,37.778888888888886,LDN866,25.0
299.9708333333333,38.72138888888889,LDN867,6.5
311.75833333333327,32.18444444444444,LDN868,49.0
305.0541666666666,36.39972222222222,Cygnus Rift,1410.0
281.0458333333333,45.970555555555556,IREC98,83.0
299.94166666666666,39.471111111111114,LDN869,11.0
309.23749999999995,35.175,LDN870,300.0
9.899999999999999,-24.603055555555557,IREC99,87.0
301.4416666666666,39.81083333333333,LDN871,16.0
300.4333333333333,40.473333333333336,LDN872,17.0
310.23749999999995,35.178888888888885,LDN873,70.0
310.48749999999995,35.17972222222222,LDN874,60.0
301.94166666666666,39.97944444444445,LDN875,4.0
302.3166666666666,39.897777777777776,LDN876,10.0
336.5208333333333,12.4425,DIR077-37,200.0
353.7958333333333,-7.518055555555556,IREC100,87.0
303.5708333333333,39.90277777777778,LDN877,5.0
302.18749999999994,40.663888888888884,LDN878,3.5
303.3374999999999,40.24805555555556,B343 / LDN880 / P90 / LM331,10.0
305.2041666666666,39.32611111111112,LDN879,4.0
304.5458333333333,39.769444444444446,LDN881 / P91,3.0
304.82499999999993,39.658055555555556,LDN882,3.0
304.94999999999993,39.65833333333333,LDN883,3.5
301.4291666666666,41.4775,LDN884,66.0
304.04999999999995,40.21666666666667,B344,7.0
302.3083333333333,41.147777777777776,B342 / LDN885,4.0
304.6958333333333,39.990833333333335,LDN886,62.0
300.9208333333333,42.47527777777778,LDN887,9.0
304.69166666666666,40.6575,LDN888,127.0
306.57499999999993,39.998333333333335,LDN889 / BDN78.39+1.08,90.0
300.9166666666667,42.89194444444444,LDN890,14.0
307.1208333333332,39.913888888888884,B347,5.0
303.4291666666666,41.98583333333333,LDN891,6.5
303.9333333333333,41.821111111111115,LDN892,14.0
303.17499999999995,42.234722222222224,LDN893,11.0
303.9291666666666,41.904444444444444,LDN894,4.0
279.3708333333333,50.29555555555555,IREC101,83.0
293.9958333333333,46.64333333333333,IREC102,140.0
303.92499999999995,42.654444444444444,LDN895,143.0
310.4625,39.67972222222222,LDN896,10.0
306.1833333333332,42.163333333333334,LDN897,20.0
306.0583333333333,42.24611111111111,BDN80.00+2.69,60.0
310.4625,39.84638888888889,LDN898,16.0
310.5708333333333,39.78055555555555,LM342 / LDN896-2,3.0
310.5833333333333,39.88638888888889,LM343 / LDN896-1,7.5
305.9291666666666,42.6625,LDN899,8.0
306.1791666666666,42.74666666666667,LDN900,8.0
305.375,43.32694444444445,LDN901,5.0
305.425,43.32694444444445,LDN902,2.0
276.29166666666663,52.18,IREC103,83.0
330.82916666666665,24.2425,MBM53,240.0
302.1541666666666,45.06388888888888,LDN903,4.5
214.8416666666666,43.250277777777775,IREC104,78.0
313.22499999999997,39.189722222222215,LDN904,170.0
308.49999999999994,42.083333333333336,B348,70.0
302.4,45.315,LDN905,8.0
253.9333333333333,53.55722222222222,DIR081+39,150.0
309.19166666666666,42.175,Northern Coalsack / LDN906,238.0
311.3083333333333,41.01611111111111,LDN907,13.0
306.69166666666666,43.75,B346,10.0
304.9083333333333,45.15833333333333,LDN909,118.0
304.9083333333333,45.15833333333333,LDN908,36.0
4.416666666666666,-17.58611111111111,G81.4-77.8,110.0
304.9083333333333,45.325,LDN910,6.5
310.19166666666666,42.92861111111111,LDN911,7.0
316.98749999999995,38.7025,LDN912,54.0
350.4208333333333,1.6647222222222222,IREC105,104.0
306.06249999999994,45.32972222222222,LDN913,6.5
312.9583333333333,41.68888888888888,LDN914,137.0
314.4625,41.19416666666666,LDN916,72.0
311.29166666666663,43.163888888888884,LDN915 / P92 / LM347,6.0
305.25,46.55,B345,25.0
310.00416666666666,44.155,LDN917 / P93 / LM337,3.0
310.1666666666667,44.09138888888889,LDN918 / P94 / LM338,5.0
308.1666666666667,45.28777777777778,LDN919,2.0
309.62499999999994,44.53333333333333,LM335 / LDN922-1,2.5
308.1666666666667,45.33777777777778,LDN920,2.0
308.29166666666663,45.27166666666667,LDN921,3.0
309.6541666666666,44.57694444444445,LDN922 / P95,4.5
309.69999999999993,44.59916666666667,LM336 / LDN922-2,1.8
308.6708333333333,45.17305555555555,LDN923 / LDN924,14.0
308.4166666666667,45.33861111111111,LDN925,3.0
310.17499999999995,44.595555555555556,LDN928 / P96,3.0
308.8458333333333,45.32361111111111,LDN926,3.0
315.9708333333333,41.09916666666667,LDN927,10.0
308.9208333333333,45.34055555555556,LDN929,3.0
335.45416666666665,23.258055555555554,IREC106,75.0
309.2208333333333,45.34166666666667,LDN930,3.0
311.9375,43.85194444444445,B349 / LDN931,7.0
316.4666666666666,41.8675,LDN932,4.0
291.2625,53.144444444444446,IREC107,69.0
313.19166666666666,44.189722222222215,LDN933,22.0
314.9,43.206944444444446,B355,6.0
316.76666666666665,42.118611111111115,LDN934,6.5
314.1958333333333,43.859722222222224,LDN935,90.0
312.9333333333333,45.18861111111111,LDN936,57.0
317.4666666666666,42.45416666666667,LDN937,171.0
324.4916666666667,37.10444444444445,IREC108,94.0
317.2125,42.70333333333333,LDN938,34.0
316.41666666666663,43.266666666666666,B358,18.0
307.7666666666666,48.16972222222222,LDN939,268.0
312.2749999999999,45.86666666666667,B350,3.0
345.625,12.545277777777777,IREC109,89.0
313.4333333333333,45.59055555555556,LDN940,23.0
343.48749999999995,16.148055555555555,3C454.3 Direction Cloud,120.0
314.2916666666666,45.5025,B353,12.0
314.1833333333333,45.82638888888889,B352 / LDN941,19.0
271.775,57.87138888888889,DIR087+29,210.0
319.15,43.20611111111111,LDN942 / LM367 / LDN944-1,4.0
319.16666666666663,43.393055555555556,LDN943,6.0
314.4291666666666,46.52722222222222,LDN945,24.0
319.4208333333333,43.302499999999995,LDN944 / P97 / LM368 / LDN944-2,3.0
313.11249999999995,47.4,B351,30.0
319.7208333333333,43.427499999999995,LDN946 / LM369 / LDN944-3,2.0
328.8833333333333,35.75972222222222,IREC110,96.0
319.99583333333334,43.3125,LDN947,5.5
320.1708333333333,43.24638888888889,LDN948,2.0
315.12916666666666,46.613055555555555,B356 / LDN950,22.0
319.84166666666664,43.52861111111111,LDN949,15.0
320.2708333333333,43.31333333333333,LDN951,4.0
320.00833333333327,43.51444444444444,LM370 / LDN952-1,2.0
320.07499999999993,43.545833333333334,LDN952 / P98 / LM371 / LDN952-2,3.0
320.35416666666663,43.359722222222224,LDN953 / P99 / LM372,2.0
238.67499999999998,56.34138888888889,IREC111,63.0
315.4291666666666,47.1975,LDN954,40.0
314.41666666666663,47.86055555555556,LDN955,17.0
317.8958333333333,45.97222222222222,LDN956,3.5
315.1708333333333,47.78,LDN957,31.0
314.7416666666666,48.095,LDN958 / BDN88.37+1.45,6.0
317.94166666666666,46.53916666666667,LDN959,17.0
324.9041666666666,41.45166666666667,IREC112,72.0
317.1333333333333,47.169999999999995,LDN960,3.5
317.2083333333333,47.236666666666665,LDN961,5.0
315.41666666666663,48.36416666666667,LDN962,49.0
318.4416666666666,46.54083333333333,LDN963,19.0
317.38333333333327,47.37083333333334,LDN964,5.0
319.9541666666666,45.87888888888889,LDN965,40.0
347.09999999999997,15.087777777777779,MBM55,360.0
315.03749999999997,49.029444444444444,LDN966,25.0
317.5583333333333,47.57138888888889,LDN967,24.0
320.6333333333333,45.547777777777775,LDN968,7.5
318.0541666666666,47.38972222222222,B361 / LDN970,21.0
318.1583333333333,47.32972222222222,LM364 / B361-2,11.0
323.4791666666667,43.589444444444446,LDN969,8.0
318.11249999999995,47.408055555555556,MLB88 / LM363 / B361-1,9.0
315.22916666666663,49.323055555555555,LDN971 / LM356 / LDN971-2,4.0
320.32916666666665,46.13,LDN972,14.0
324.36249999999995,43.22555555555556,LDN973,10.0
315.1958333333333,49.486111111111114,LM355 / LDN971-1,2.5
252.25416666666663,59.99805555555556,MBM41,50.0
319.82499999999993,46.62861111111111,LDN974,26.0
317.9333333333333,47.8725,LDN975,16.0
324.3083333333333,43.359722222222224,B158 / CB232 / LM377,5.5
324.5916666666666,43.21666666666667,B159,25.0
321.0333333333333,46.01555555555556,LDN976,15.0
324.73749999999995,43.22638888888889,LDN977,11.0
315.2833333333333,49.69694444444444,LDN978,27.0
324.86249999999995,43.36027777777778,LDN979,3.0
321.20833333333326,46.21611111111111,LDN980,10.0
315.6083333333333,49.914722222222224,LDN982,9.0
320.49999999999994,46.913888888888884,BDN90.16-2.19,25.0
315.06249999999994,50.282222222222224,LDN981 / P100 / LM354 / LDN981-2,8.0
323.0958333333333,45.055,B155 / LDN983,15.0
315.0541666666667,50.335,LM353 / LDN981-1,8.0
315.15,50.330000000000005,BDN90.23+2.72,20.0
315.4041666666666,50.1975,LDN984,14.0
302.1833333333333,56.022777777777776,IREC114,115.0
314.775,50.578611111111115,LDN985,11.0
323.0958333333333,45.22166666666667,LDN986,17.0
315.24583333333334,50.358333333333334,LM357 / LDN981-3,8.0
315.65416666666664,50.281666666666666,BDN90.41+2.45,35.0
264.4625,61.430277777777775,IREC115,118.0
258.90416666666664,61.25083333333333,IREC116,188.0
315.19999999999993,50.68,LDN987,6.0
331.69166666666666,37.977222222222224,IREC117,89.0
316.1583333333333,50.2,LDN988 d=0.7,28.0
320.4458333333333,47.54722222222222,LDN989,71.0
252.68749999999994,60.833333333333336,MBM42,20.0
251.4125,60.713055555555556,Draco DN Complex / IREC113,240.0
237.1625,58.16888888888889,IREC118,60.0
323.49583333333334,45.583333333333336,B156,8.0
314.7166666666666,51.27833333333333,LDN990,14.0
315.575,50.88138888888889,LDN991,8.0
313.6291666666666,52.02472222222222,LDN992,17.0
321.65,47.4175,LDN993,2.0
314.3833333333333,51.943888888888885,LDN996,17.0
321.67499999999995,47.5175,LDN995,2.0
321.49999999999994,47.650277777777774,LDN994,6.0
254.0458333333333,61.506388888888885,MBM43,60.0
316.90416666666664,50.7025,LDN999,161.0
316.0249999999999,51.19944444444444,LDN998,25.0
321.65,47.68416666666666,LDN997,2.0
316.65416666666664,50.86833333333333,LDN1000,30.0
321.82499999999993,47.68472222222222,LDN1001,2.0
314.12499999999994,52.69305555555555,LDN1002,84.0
314.8833333333333,52.36222222222222,LDN1003,167.0
315.3833333333333,52.36416666666667,LDN1004,25.0
318.41249999999997,50.7075,LDN1005,159.0
322.8291666666666,47.80444444444444,LDN1006,12.0
321.3125,48.88305555555556,B363 / LDN1007,32.0
254.75416666666666,62.17638888888889,MBM44,30.0
321.68749999999994,49.051111111111105,LDN1008,7.0
323.45416666666665,47.88944444444444,LDN1009,15.0
324.7166666666666,47.05972222222222,LDN1010,26.0
316.64166666666665,52.36833333333333,LDN1011,18.0
323.52916666666664,48.10638888888889,LDN1012,9.0
315.12499999999994,53.363055555555555,LDN1013,13.0
321.0249999999999,49.98527777777778,LDN1014 / P101 / LM375 / LDN1014-2,3.0
235.9958333333333,59.35638888888889,IREC119,45.0
315.1208333333333,53.52972222222222,LDN1015,13.0
321.0166666666666,50.16361111111111,B362 / LDN1017 / LM374 / LDN1014-1,11.0
309.4625,56.30555555555555,CB225,8.0
316.1291666666666,53.28333333333333,LDN1018,8.0
320.0708333333333,51.05,LDN1016,3.5
348.0208333333333,19.488611111111112,MBM54,180.0
320.4125,50.955555555555556,LDN1019 / P102,4.0
325.7166666666666,47.22916666666667,LDN1020,22.0
318.38749999999993,52.226111111111116,CygOB7 CO Complex,720.0
317.38749999999993,52.87083333333334,LDN1022,37.0
314.61249999999995,54.36138888888889,LDN1023,32.0
325.5666666666666,47.528888888888886,LDN1024 / LDN1025,6.0
320.56666666666666,51.052499999999995,LDN1021 / LM373,1.0
315.3708333333333,54.030833333333334,LDN1026,13.0
316.6333333333333,53.36833333333333,LDN1027,10.0
316.3791666666666,53.534166666666664,LDN1028,14.0
315.3666666666666,54.197222222222216,LDN1029,190.0
339.72916666666663,33.153055555555554,IREC120,102.0
326.4708333333333,47.231388888888894,LDN1031,20.0
315.8708333333333,54.115833333333335,LDN1032,12.0
326.62499999999994,47.098333333333336,LDN1030,11.0
309.3041666666667,57.175555555555555,LDN1033,51.0
333.34583333333325,41.025555555555556,CB238,4.5
326.62499999999994,47.29361111111111,MLB89 / LM384 / LDN1031C,7.0
316.37499999999994,54.034166666666664,LDN1034,13.0
309.5541666666666,57.17666666666666,LDN1036,18.0
311.57499999999993,56.35055555555556,LDN1038,49.0
313.5958333333333,55.441111111111105,LDN1037,46.0
326.1666666666667,47.730555555555554,LDN1035,20.0
310.5666666666666,56.846944444444446,LDN1039,17.0
326.8583333333333,47.53583333333333,MLB90 / LDN1031B,4.0
326.6458333333333,47.73166666666667,LDN1040,8.0
326.9166666666667,47.53333333333333,IC5146 DN Complex,150.0
309.32499999999993,57.73583333333333,LM333 / LDN1041-1,2.0
312.8333333333333,56.2625,CB228,3.5
309.32499999999993,57.73583333333333,LDN1041,9.0
310.3083333333333,57.346111111111114,LDN1044,5.0
324.9541666666666,49.227222222222224,LDN1043,64.0
327.29999999999995,47.400277777777774,LDN1042,8.0
327.0958333333333,47.64972222222222,LDN1045,8.0
309.32499999999993,57.822500000000005,LM334 / LDN1041-2,2.0
310.2708333333333,57.45861111111111,LM339 / LDN1049-1,3.0
325.83333333333326,48.72972222222222,LDN1046,18.0
327.0208333333333,47.86611111111111,LDN1047,4.5
310.37916666666666,57.56222222222222,LDN1049 / P103 / LM341 / LDN1049-2,6.0
323.8166666666666,50.34055555555556,LDN1048,16.0
316.3666666666666,54.8675,LDN1050,18.0
314.96666666666664,55.56666666666667,B357,25.0
310.6833333333333,57.51416666666667,LDN1051,6.0
314.84999999999997,55.69555555555555,LDN1053,11.0
326.9708333333333,48.132777777777775,LDN1052,8.0
323.68749999999994,50.72361111111111,LDN1054,147.0
314.59583333333325,56.028055555555554,LDN1056,12.0
328.3291666666666,47.25277777777778,B168 / LDN1055 / BDN94.37-5.50,22.0
328.73749999999995,47.25222222222222,IREC121,104.0
325.9541666666666,49.56333333333333,LDN1057,14.0
315.6,56.03138888888889,LDN1058,56.0
252.13749999999996,64.17333333333333,G94.8+37.6 / HRK94.8+38,75.0
325.1958333333333,50.72777777777778,LDN1059,15.0
317.8708333333333,55.28916666666667,LDN1060,11.0
314.5791666666666,57.36138888888889,LDN1061,47.0
318.3708333333332,55.54055555555556,LDN1062,3.5
318.3666666666666,55.62388888888889,LDN1064,2.0
317.04166666666663,56.30555555555555,LDN1063 / LM362,10.0
317.0583333333333,56.31666666666667,B151,60.0
316.84999999999997,56.53583333333333,LDN1065,9.0
316.96666666666664,56.5,B360,54.0
356.26249999999993,7.491944444444444,DBDN95.6-51.8,128.0
317.34999999999997,56.70416666666667,LDN1067,7.0
326.95416666666665,50.7325,LDN1066,28.0
316.56666666666666,57.11805555555556,B359 / LDN1068,15.0
317.09999999999997,56.87,LDN1069,8.0
326.69999999999993,51.06527777777777,B164 / LDN1070,17.0
314.5541666666666,58.15,B354,60.0
314.57083333333327,58.19472222222222,LDN1071,18.0
335.13749999999993,43.521388888888886,IREC122,78.0
319.1166666666666,56.209722222222226,LDN1072,74.0
286.6083333333333,65.48416666666667,DIR096+23,120.0
312.32916666666665,59.52027777777778,B149 / CB227,4.5
312.07499999999993,59.63944444444444,B148 / LDN1076 / CB226,5.5
327.07499999999993,51.39972222222222,LDN1073,24.0
323.66249999999997,53.890277777777776,LDN1074,10.0
322.9041666666666,54.38805555555555,LDN1075,23.0
324.4166666666667,53.725833333333334,LDN1077,3.0
338.65,40.69194444444444,BDN96.73-15.12,8.0
324.1625,54.05833333333333,LDN1078,8.0
323.0375,54.790277777777774,LDN1079,10.0
320.2625,56.45,B153,60.0
347.3541666666666,27.64388888888889,CODIR96.8-30,130.0
323.49999999999994,54.55,B364,70.0
312.27916666666664,60.196666666666665,LM349 / LDN1082C-3,4.5
323.4833333333333,54.69138888888889,B157 / CB231,5.5
320.3583333333333,56.58166666666667,B154 / LDN1080,7.0
312.4458333333333,60.26111111111111,LM350 / LDN1082C-2,2.0
324.1625,54.391666666666666,LDN1081,46.0
312.7833333333333,60.18833333333333,LDN1082,20.0
312.66249999999997,60.3,B150,60.0
312.8666666666667,60.30916666666666,MLB64 / LM351 / LDN1082C-1,3.0
313.4583333333333,60.19083333333333,MLB66 / LM352 / LDN1082B,5.0
313.3791666666666,60.24638888888889,MLB65 / LDN1082A,3.0
281.54999999999995,67.05666666666666,IREC123,120.0
323.39166666666665,55.97277777777778,LDN1083,52.0
304.57916666666665,63.87777777777778,CB219,2.5
325.41249999999997,54.89527777777778,LDN1084,19.0
354.53749999999997,15.295,DIR098-44,150.0
341.31666666666666,40.073055555555555,IREC124,113.0
323.3833333333333,56.75611111111111,LDN1085,6.0
322.1208333333332,57.552499999999995,LDN1086,19.0
323.8916666666666,56.5575,LDN1087,7.0
324.4916666666667,56.21666666666667,B160,31.0
308.2,63.505,LDN1089,30.0
324.6458333333333,56.22638888888889,LDN1088,8.0
323.88749999999993,56.72416666666667,B365 / LDN1090,15.0
316.62916666666666,60.776666666666664,IREC125,446.0
330.2041666666666,52.9075,LDN1091,21.0
324.38749999999993,56.97555555555556,LDN1092,7.0
325.3833333333333,56.375,B162 / LDN1095,14.0
359.73749999999995,4.064166666666667,IREC126,66.0
323.37499999999994,57.63944444444444,LDN1093,11.0
308.37499999999994,64.02444444444444,LDN1094 / CB222,3.5
322.8708333333333,58.05472222222222,LDN1096,2.0
326.66249999999997,55.731944444444444,LDN1097,3.5
309.0708333333333,63.8875,LDN1100 / CB224,4.0
323.6291666666666,57.640277777777776,LDN1098,10.0
325.3583333333333,56.62083333333334,LDN1103 / LM380 / LDN1103-1,4.5
324.0,57.44638888888888,LM376 / LDN1099-1,2.0
324.1333333333333,57.391666666666666,LDN1099,5.5
349.7708333333333,27.54416666666667,CODIR99.0-31,130.0
308.67499999999995,64.06666666666666,LDN1100A,1.5
324.8916666666666,56.97694444444445,LDN1101,19.0
324.00833333333327,57.507777777777775,BDN99.01+4.01,15.0
311.00833333333327,63.36277777777778,IREC127,85.0
323.1208333333333,58.055277777777775,LDN1102,5.5
308.6916666666666,64.17916666666667,CB223,3.0
325.5708333333333,56.73111111111111,B163 / LDN1104 / LM381 / LDN1103-2,5.0
324.2833333333333,57.558611111111105,LDN1105,5.5
325.6458333333333,56.895833333333336,LDN1106,6.0
329.18749999999994,54.48833333333334,LDN1107,199.0
321.5958333333333,59.55083333333333,LDN1108,13.0
327.9208333333333,55.81861111111112,LDN1109,23.0
324.6291666666666,58.05972222222222,LDN1112,7.0
326.0875,57.189722222222215,LM382 / LDN1113-2,2.5
325.1125,57.80277777777778,LDN1111 / P105 / LM378,3.0
326.13749999999993,57.170833333333334,LM383 / LDN1113-1,1.0
326.11249999999995,57.180277777777775,B367 / LDN1113,5.0
325.1125,57.80277777777778,LDN1110,5.0
325.1375,57.80166666666666,B161 / LDN1804 / CB233,6.0
327.41249999999997,56.400555555555556,LDN1114,8.0
326.6541666666666,56.981944444444444,LDN1115,3.0
324.1208333333333,58.55833333333333,LDN1116,11.0
324.6291666666666,58.30972222222222,LDN1117,4.0
326.65,57.21527777777778,LDN1118,2.0
318.2958333333333,61.70722222222223,LDN1119,6.0
307.75833333333327,65.42083333333333,IREC128,140.0
326.90416666666664,57.149166666666666,LDN1120,2.0
308.1625,65.33833333333332,LDN1122,12.0
325.17499999999995,58.27055555555555,LDN1121 / LM379,4.0
324.8791666666666,58.47694444444445,LDN1123,3.5
325.3833333333333,58.22833333333333,LDN1124,8.0
318.5833333333333,61.74888888888889,B152 / LDN1125 / LM365 / LDN1125-1,7.0
324.87499999999994,58.56027777777778,LDN1126,5.0
318.82916666666665,61.661944444444444,LM366 / LDN1125-2,5.0
325.2291666666667,58.561388888888885,LDN1127,4.0
325.37916666666666,58.56166666666666,LDN1128,8.0
326.6458333333333,57.89861111111111,LDN1129,12.0
326.13749999999993,58.31388888888888,LDN1130,7.0
277.0916666666666,70.03555555555555,IREC129,106.0
324.9916666666666,59.56083333333333,B366 / LDN1131,13.0
326.63749999999993,58.731944444444444,LDN1132,3.5
339.6833333333333,47.439722222222215,IREC130,106.0
330.6833333333333,56.242222222222225,LDN1133,30.0
325.36249999999995,60.22833333333333,LDN1134,97.0
324.8541666666666,60.64361111111111,LDN1135,14.0
326.3708333333333,59.98111111111111,LDN1136,7.0
327.89166666666665,59.06861111111112,B368 / LDN1137,10.0
327.89166666666665,59.06861111111112,LDN1138,8.0
328.7166666666666,58.58722222222222,LM385 / LDN1139-1,2.1
328.775,58.58111111111111,LDN1139,12.0
328.85,58.575,LM386 / LDN1139-2,4.6
325.10416666666663,60.894444444444446,LDN1140,30.0
3.070833333333333,-0.6969444444444445,G101.9-62.0,330.0
328.9,58.73777777777778,LDN1141,6.0
305.8333333333333,68.03194444444445,CB220,2.5
3.204166666666666,-0.7080555555555555,HRK102-62,60.0
350.74999999999994,32.25138888888889,G102-27,130.0
329.07499999999993,59.019444444444446,LDN1142 / CB235,3.5
327.2333333333333,60.2,B165,18.0
329.7166666666666,58.75,B169,60.0
327.6291666666666,60.117777777777775,LDN1144,32.0
322.81249999999994,62.721111111111114,LDN1145 / LDN1146,26.0
310.1333333333333,67.34583333333333,LDN1147 inc LDN1148 / LM344,21.0
310.1333333333333,67.34583333333333,LDN1148 / P107 / MLB61 / LM340,7.0
327.7708333333333,60.083333333333336,B166,5.0
310.2958333333333,67.34305555555555,LM344,7.0
329.4,59.12222222222222,LDN1149,7.0
329.6791666666666,58.96055555555556,B170 / LDN1143 / P106 / LM387,10.0
327.9916666666667,60.06666666666667,B167,5.0
308.9333333333333,67.89583333333334,MLB60 / LM332,4.0
308.98333333333323,67.8913888888889,LDN1152 / BDN102.36+15.96,22.0
333.9583333333333,55.99944444444444,B369 / LDN1150,5.0
329.90416666666664,59.07361111111111,LDN1151,10.0
330.1583333333333,58.990833333333335,LDN1153,17.0
330.3291666666666,58.86666666666667,B171,91.0
310.95833333333326,67.61888888888888,LDN1155 / P108 / MLB63 / LM346 / LDN1155D / LDN1155B,10.0
334.20833333333326,56.21666666666667,LDN1154,5.0
309.86249999999995,68.01138888888889,LDN1157,4.5
310.7749999999999,67.77416666666666,MLB62 / L1155H,10.0
311.0708333333333,67.7,LM348 / LDN1155E,3.0
311.12916666666666,67.68277777777779,LDN1158,20.0
345.9708333333333,42.60055555555556,IREC132,75.0
334.9666666666666,55.751666666666665,LDN1156,13.0
310.87499999999994,67.87833333333333,LM345 / LDN1155C,5.0
331.6708333333333,58.57777777777778,LDN1159,100.0
331.16666666666663,58.99333333333333,LDN1160,8.5
334.9625,56.135,LDN1161,5.0
320.0041666666666,65.0461111111111,LDN1162,4.0
335.2125,56.16888888888889,LDN1163,5.0
351.41249999999997,33.475,MBM56,70.0
331.70416666666665,59.098888888888894,B174 / LDN1165 / P109 / LM389,10.0
331.78749999999997,59.16111111111111,B172 / LDN1164,9.0
331.3583333333333,59.56055555555555,LDN1166 / CB236 / P110 / LM388,2.0
315.9333333333333,67.03305555555555,LDN1167,15.0
314.15416666666664,67.61027777777777,LDN1168,3.5
331.84166666666664,59.670833333333334,B173 / LDN1169 / CB237,4.5
315.41666666666663,67.61444444444444,LDN1170,28.0
313.3833333333333,68.30777777777777,LDN1171 / CB229,3.5
315.4583333333333,67.77416666666666,LDN1172 / P111 / LM359 / LDN1172A-2,6.0
316.01666666666665,67.685,LDN1173 / LM361 / LDN1172A-3,4.0
315.57916666666665,67.89833333333334,MLB68 / LM360 / LDN1172A-1 / LDN1172D,3.0
315.4041666666666,68.03111111111112,BDN103.96+14.11 / IREC133,65.0
314.99583333333334,68.21666666666667,MLB67 / LM358,4.5
315.65416666666664,68.19861111111112,LDN1174,33.0
315.8833333333333,68.19972222222222,MLB69 / LDN1172B,4.0
2.583333333333333,5.042777777777777,IREC134,35.0
354.8166666666666,29.28388888888889,IREC135,63.0
333.41666666666663,60.748333333333335,LDN1175,7.5
338.49999999999994,56.63333333333333,B370,30.0
322.74583333333334,66.72111111111111,LDN1176,40.0
355.22499999999997,29.40361111111111,DIR105-31,240.0
319.4208333333333,68.30638888888889,LDN1177 / CB230,4.0
332.2666666666666,62.32916666666667,LDN1178,4.5
336.8291666666666,59.03861111111111,LDN1179,3.0
358.00416666666666,22.499722222222225,IREC139 / DIR105-38,130.0
336.7041666666666,59.255,LDN1180,159.0
325.5333333333333,66.22888888888889,LDN1183,18.0
333.2791666666666,61.914722222222224,LDN1182,4.0
325.81249999999994,66.11305555555555,BDN105.43+9.87,15.0
325.7916666666666,66.14555555555556,LDN1181,7.0
346.97499999999997,47.65861111111111,IREC137,152.0
335.1791666666666,60.75222222222222,LDN1184,21.0
337.32499999999993,59.14805555555556,LDN1185 / P112 / LM394,4.0
333.4041666666666,62.13166666666667,LDN1186,4.5
339.48749999999995,57.26027777777778,LDN1187,23.0
334.16249999999997,61.75,LDN1188,38.0
351.6958333333333,39.692499999999995,IREC138,87.0
339.73749999999995,57.260555555555555,LDN1189,41.0
337.7125,59.140277777777776,LDN1190,4.0
338.44999999999993,58.558611111111105,LDN1192 / CB240,4.0
333.525,62.415277777777774,LDN1191,4.0
333.65,62.41555555555556,LDN1193,3.0
338.21666666666664,59.09138888888889,LDN1194,6.0
339.3333333333333,58.934999999999995,LDN1197 / P113 / LM396,6.0
336.76249999999993,61.27361111111111,LDN1195 / LM391,7.0
336.78749999999997,61.25527777777778,LDN1196 / BDN106.46+3.09,20.0
323.97083333333325,68.55805555555555,LDN1199,29.0
339.2208333333333,59.42638888888889,LDN1198,14.0
335.06249999999994,63.01027777777778,IREC141,293.0
316.93749999999994,71.635,IREC142,87.0
341.4916666666666,58.76361111111111,LDN1200,9.0
335.9083333333333,63.50361111111111,LDN1201,6.0
336.6708333333333,63.08833333333334,LDN1202,4.0
200.12916666666666,45.558055555555555,G107.4+70.9,130.0
336.92499999999995,63.00555555555555,LDN1203 d=0.9,8.0
336.6708333333333,63.255,LDN1204 d=0.91,95.0
1.825,15.54861111111111,IREC143,49.0
279.9958333333333,76.71027777777778,DIR108+27,165.0
341.4833333333333,60.430277777777775,LDN1205,19.0
325.1375,70.30916666666667,CB234,8.0
337.16249999999997,64.42277777777778,LDN1206,17.0
337.41249999999997,64.42333333333333,LDN1207,13.0
355.24999999999994,39.55,IREC144,98.0
337.66666666666663,64.42361111111111,LDN1208,8.0
337.41249999999997,64.75638888888889,LDN1209,20.0
272.5958333333333,77.23083333333334,IREC145,96.0
341.21666666666664,62.09638888888889,LDN1210,7.0
341.72083333333325,62.18055555555555,LDN1211,7.0
337.9083333333333,65.42416666666666,LDN1213,5.0
341.97499999999997,62.21416666666667,LDN1212,8.0
4.245833333333333,9.941944444444445,IREC146,69.0
338.4083333333333,65.75833333333334,LDN1214,30.0
342.9833333333333,62.09916666666667,LDN1215,9.0
1.2833333333333332,23.860833333333336,MBM1a,240.0
343.2333333333333,62.26611111111111,LDN1216 / BDN109.62+2.50,28.0
321.7916666666666,73.98722222222223,Cepheus CO Complex,1200.0
333.5,69.93333333333334,B175,60.0
2.6458333333333326,20.628055555555555,MBM1,30.0
344.4916666666666,62.56777777777778,BDN110.28+2.52,20.0
333.33333333333326,70.60666666666665,LDN1217 / BDN110.40+11.54,27.0
332.8958333333333,70.9975,LDN1219,4.0
345.50416666666666,62.26916666666666,LDN1218,76.0
346.01249999999993,61.85305555555556,LDN1220,5.0
337.0166666666666,69.01944444444445,LDN1221 / LM392,7.0
346.26249999999993,61.769999999999996,LDN1222,3.0
344.22916666666663,64.2675,LDN1223,60.0
338.84999999999997,69.14250000000001,BDN111.29+9.41,12.0
345.99999999999994,63.76972222222222,LDN1224,8.0
347.9916666666666,61.651111111111106,LDN1225 / CB242,8.0
347.5208333333333,62.271388888888886,LDN1226,6.0
347.5208333333333,62.32138888888889,LDN1227,6.0
314.75416666666666,77.52972222222222,LDN1228,18.0
